Review text,Ratings,sentiment,clean_review
Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE,5,1,used box people say fake either never played mavis may received damaged box might disturbed flight shuttle play mavis day day absolutely original speed play well delhi heat degree order moreread
"Product is good as like as bought in the open market. Price also is equal to open market. It would be good in on line, if price is less.READ MORE",5,1,product good like bought open market price also equal open market would good line price lessread
nice itemsREAD MORE,5,1,nice itemsread
Thank you flipkart for providing such a great product with good quality and great deal.READ MORE,5,1,thank flipkart providing great product good quality great dealread
shutte is durable(lasts long) with good flight time ...much better than what I purchased at local store. also with offer it is cheaperREAD MORE,5,1,shutte durablelasts long good flight time much better purchased local store also offer cheaperread
I love it.....It is really very guudAs well as it has a fantastic delivery It's so early alsoREAD MORE,5,1,love itit really guudas well fantastic delivery early alsoread
it's really good shuttle.  if you  want to improve your game it's best and also durable . it's flight is good and weight balance is superb.  it's best for amateur  levelREAD MORE,5,1,really good shuttle want improve game best also durable flight good weight balance superb best amateur levelread
Not convinced with the quality of product.READ MORE,3,0,convinced quality productread
"There is no option to put images in the review section , the shuttles delivered were all used ones and not even Mavis 350 , The seller must be totally  unprofessional  , a basic check of a seal should be taken care by Flipkart atleastREAD MORE",1,0,option put image review section shuttle delivered used one even mavis seller must totally unprofessional basic check seal taken care flipkart atleastread
okREAD MORE,3,0,okread
Value for MoneyREAD MORE,4,1,value moneyread
Excellent product but cost is higherREAD MORE,5,1,excellent product cost higherread
one Shuttle just broken in 4 days by a smashREAD MORE,2,0,one shuttle broken day smashread
"Shuttle is very poor,Guys dont purchase,flipkhart check with supplier,other very big impact other sales alsoREAD MORE",1,0,shuttle poorguys dont purchaseflipkhart check supplierother big impact sale alsoread
"nice shuttle , The Flight is correct, and good durability.READ MORE",5,1,nice shuttle flight correct good durabilityread
Ball best but local rate are highREAD MORE,4,1,ball best local rate highread
"Good, but flipcart price is too high. From the market we get it only 110 rs per peaceREAD MORE",3,0,good flipcart price high market get r per peaceread
"Good, slow type cork, we r using it for daily game, one cork lasts for 3 daysREAD MORE",4,1,good slow type cork r using daily game one cork last daysread
Best shuttlecock ever.... we play everyday for abt 4 hours continusly.... and we still use 1 shuttlecock for about 8 to 10 days... it's very durable.. and has got really good flight... Yonex rocks.... 👍READ MORE,5,1,best shuttlecock ever play everyday abt hour continusly still use shuttlecock day durable got really good flight yonex rock read
Very worst rateREAD MORE,1,0,worst rateread
shuttle has long life and light.READ MORE,5,1,shuttle long life lightread
Worst product.Dont go for it.It will not stand for an hour playREAD MORE,1,0,worst productdont go itit stand hour playread
You are fleecing customers by tagging wrong MRP.READ MORE,1,0,fleecing customer tagging wrong mrpread
Better for beginnersREAD MORE,5,1,better beginnersread
"shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE",1,0,shuttle good even match comethink twice purchaseread
Its okkREAD MORE,2,0,okkread
1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE,2,0,st time order quantity good next time quality poor shuttle looking also read
Nice product for practiceREAD MORE,5,1,nice product practiceread
ExcellentREAD MORE,5,1,excellentread
Good oneREAD MORE,5,1,good oneread
NiceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
It is good .READ MORE,5,1,good read
Original product with great discountREAD MORE,5,1,original product great discountread
Good productREAD MORE,3,0,good productread
"Absolutely good quality shuttles,and great packing by the team.READ MORE",5,1,absolutely good quality shuttlesand great packing teamread
Product  is  good  but  price  is  increased  Retailer  price  is  620 .READ MORE,3,0,product good price increased retailer price read
"Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE",5,1,dear retailnet second order second order ifferent first one one packing look different quality nicethanks happy second orderread
"Best cicks,but price was very highest please think itREAD MORE",5,1,best cicksbut price highest please think itread
Poor product...READ MORE,2,0,poor productread
Poor qualityREAD MORE,2,0,poor qualityread
Value for moneyREAD MORE,5,1,value moneyread
Not badREAD MORE,3,0,badread
BestREAD MORE,5,1,bestread
Not so good.READ MORE,2,0,goodread
Quality not good and rotate the cork new oneREAD MORE,2,0,quality good rotate cork new oneread
Very worst productREAD MORE,1,0,worst productread
Best qualityREAD MORE,5,1,best qualityread
One roll of corks Only two piece of cork is goodBut other four corks is waste after one match corks rolling So don't buy this productREAD MORE,1,0,one roll cork two piece cork goodbut four cork waste one match cork rolling dont buy productread
"Bad product. Out of 6, one or two number shuttle were good. All others are getting damaged in one matchREAD MORE",3,0,bad product one two number shuttle good others getting damaged one matchread
Bad quality .READ MORE,1,0,bad quality read
Nice product and packingREAD MORE,4,1,nice product packingread
This seems to be duplicate...general shuttle can be used around 3 to 5 days..but this online purchased product cannot be used more than 1 day...you can feel the difference with the shuttle while playingREAD MORE,1,0,seems duplicategeneral shuttle used around daysbut online purchased product cannot used dayyou feel difference shuttle playingread
SuperREAD MORE,5,1,superread
Best qualityREAD MORE,5,1,best qualityread
Going bad quickly. 1 to 2 days.READ MORE,1,0,going bad quickly daysread
"Extremely good,fully satisfied with its quality wishes to place repeat orderREAD MORE",5,1,extremely goodfully satisfied quality wish place repeat orderread
Best shuttle corkREAD MORE,5,1,best shuttle corkread
After playing 3to 4 matches cork gets rotate.  No longer used to play further games.READ MORE,3,0,playing match cork get rotate longer used play gamesread
Good quality productREAD MORE,5,1,good quality productread
Best for out gameREAD MORE,3,0,best gameread
You. Should definitely buy thisREAD MORE,5,1,definitely buy thisread
"Nice quality, genuine product and affordable priceREAD MORE",5,1,nice quality genuine product affordable priceread
It is good for outdoor. Easy to spoil when it contact with water.READ MORE,4,1,good outdoor easy spoil contact waterread
Nice must buyREAD MORE,5,1,nice must buyread
GoodREAD MORE,5,1,goodread
Good productREAD MORE,4,1,good productread
Nice oneREAD MORE,5,1,nice oneread
Excellent 👌READ MORE,5,1,excellent read
Thanks FlipkartREAD MORE,5,1,thanks flipkartread
Best oneREAD MORE,5,1,best oneread
Very goodREAD MORE,5,1,goodread
OkREAD MORE,3,0,okread
Very good productREAD MORE,5,1,good productread
Breaking in 1 hour game . Bad qualityREAD MORE,3,0,breaking hour game bad qualityread
As expected... Nice..READ MORE,4,1,expected niceread
Superb..READ MORE,5,1,superbread
ExcellentREAD MORE,5,1,excellentread
Good productsREAD MORE,4,1,good productsread
